topic,index
0,13605
0,13606
0,13607
0,13608
0,13609
0,13610
0,13611
5,13612
8,13613
0,13614
8,13615
2,13616
5,13617
5,13618
8,13619
0,13620
8,13621
0,13622
5,13623
7,13624
5,13625
0,13626
0,13627
0,13628
0,13629
8,13630
5,13631
0,13632
1,13633
0,13634
8,13635
5,13636
5,13637
0,13638
0,13639
0,13640
6,13641
5,13642
0,13643
0,13644
5,13645
4,13646
5,13647
2,13648
5,13649
0,13650
2,13651
8,13652
5,13653
8,13654
2,13655
5,13656
5,13657
5,13658
8,13659
4,13660
0,13661
5,13662
0,13663
0,13664
8,13665
0,13666
0,13667
0,13668
0,13669
0,13670
4,13671
0,13672
8,13673
8,13674
5,13675
0,13676
0,13677
0,13678
5,13679
5,13680
8,13681
0,13682
1,13683
0,13684
0,13685
0,13686
0,13687
8,13688
5,13689
8,13690
6,13691
0,13692
5,13693
0,13694
2,13695
5,13696
0,13697
0,13698
0,13699
0,13700
0,13701
5,13702
8,13703
8,13704
5,13705
6,13706
0,13707
0,13708
0,13709
0,13710
0,13711
0,13712
0,13713
0,13714
6,13715
2,13716
5,13717
0,13718
0,13719
7,13720
5,13721
2,13722
8,13723
8,13724
4,13725
0,13726
4,13727
0,13728
5,13729
2,13730
5,13731
0,13732
0,13733
8,13734
8,13735
8,13736
1,13737
6,13738
0,13739
0,13740
0,13741
0,13742
0,13743
4,13744
6,13745
5,13746
8,13747
5,13748
5,13749
0,13750
4,13751
4,13752
0,13753
4,13754
0,13755
5,13756
1,13757
0,13758
1,13759
1,13760
2,13761
0,13762
5,13763
0,13764
3,13765
0,13766
0,13767
0,13768
8,13769
0,13770
8,13771
6,13772
5,13773
0,13774
0,13775
0,13776
0,13777
0,13778
0,13779
0,13780
5,13781
0,13782
0,13783
4,13784
5,13785
0,13786
0,13787
4,13788
5,13789
6,13790
7,13791
7,13792
7,13793
0,13794
5,13795
8,13796
1,13797
0,13798
8,13799
5,13800
8,13801
2,13802
4,13803
0,13804
2,13805
0,13806
6,13807
0,13808
0,13809
8,13810
0,13811
8,13812
5,13813
0,13814
0,13815
5,13816
8,13817
5,13818
0,13819
0,13820
5,13821
2,13822
6,13823
5,13824
0,13825
0,13826
0,13827
0,13828
0,13829
0,13830
8,13831
0,13832
8,13833
0,13834
0,13835
0,13836
0,13837
0,13838
8,13839
5,13840
0,13841
0,13842
0,13843
0,13844
2,13845
0,13846
0,13847
0,13848
0,13849
8,13850
0,13851
0,13852
2,13853
0,13854
5,13855
8,13856
8,13857
0,13858
5,13859
5,13860
0,13861
0,13862
0,13863
5,13864
0,13865
2,13866
5,13867
2,13868
0,13869
0,13870
8,13871
0,13872
5,13873
7,13874
1,13875
0,13876
0,13877
0,13878
0,13879
0,13880
4,13881
0,13882
0,13883
5,13884
2,13885
0,13886
8,13887
5,13888
5,13889
6,13890
0,13891
2,13892
0,13893
5,13894
8,13895
0,13896
8,13897
8,13898
8,13899
8,13900
8,13901
0,13902
2,13903
2,13904
0,13905
0,13906
0,13907
5,13908
0,13909
0,13910
0,13911
0,13912
0,13913
4,13914
0,13915
0,13916
6,13917
0,13918
0,13919
0,13920
2,13921
0,13922
0,13923
0,13924
0,13925
8,13926
2,13927
2,13928
0,13929
0,13930
0,13931
0,13932
0,13933
8,13934
3,13935
4,13936
0,13937
0,13938
0,13939
7,13940
0,13941
2,13942
5,13943
5,13944
5,13945
4,13946
0,13947
0,13948
0,13949
2,13950
1,13951
0,13952
8,13953
2,13954
5,13955
0,13956
4,13957
2,13958
0,13959
0,13960
5,13961
0,13962
8,13963
0,13964
0,13965
0,13966
0,13967
2,13968
1,13969
0,13970
7,13971
8,13972
0,13973
0,13974
0,13975
1,13976
0,13977
0,13978
0,13979
6,13980
4,13981
0,13982
8,13983
8,13984
8,13985
5,13986
5,13987
6,13988
2,13989
5,13990
2,13991
0,13992
8,13993
0,13994
0,13995
0,13996
5,13997
8,13998
4,13999
0,14000
0,14001
1,14002
0,14003
1,14004
0,14005
6,14006
0,14007
8,14008
0,14009
5,14010
0,14011
0,14012
0,14013
1,14014
6,14015
0,14016
1,14017
0,14018
2,14019
0,14020
0,14021
6,14022
0,14023
6,14024
8,14025
2,14026
0,14027
8,14028
8,14029
0,14030
2,14031
5,14032
0,14033
5,14034
0,14035
5,14036
8,14037
5,14038
0,14039
7,14040
7,14041
5,14042
5,14043
0,14044
8,14045
0,14046
8,14047
0,14048
0,14049
0,14050
5,14051
0,14052
0,14053
1,14054
0,14055
0,14056
0,14057
0,14058
0,14059
0,14060
6,14061
0,14062
0,14063
0,14064
0,14065
5,14066
0,14067
8,14068
5,14069
0,14070
0,14071
0,14072
0,14073
0,14074
0,14075
0,14076
0,14077
0,14078
0,14079
8,14080
8,14081
0,14082
0,14083
6,14084
8,14085
1,14086
0,14087
5,14088
1,14089
2,14090
8,14091
5,14092
0,14093
0,14094
1,14095
5,14096
1,14097
0,14098
4,14099
5,14100
5,14101
0,14102
5,14103
8,14104
0,14105
0,14106
5,14107
5,14108
8,14109
2,14110
0,14111
0,14112
0,14113
8,14114
2,14115
0,14116
0,14117
5,14118
5,14119
5,14120
0,14121
0,14122
0,14123
0,14124
0,14125
0,14126
0,14127
1,14128
0,14129
2,14130
5,14131
6,14132
0,14133
0,14134
0,14135
0,14136
1,14137
2,14138
0,14139
0,14140
4,14141
8,14142
0,14143
3,14144
0,14145
5,14146
8,14147
0,14148
0,14149
6,14150
8,14151
1,14152
2,14153
0,14154
5,14155
8,14156
8,14157
1,14158
1,14159
2,14160
1,14161
2,14162
5,14163
5,14164
0,14165
8,14166
2,14167
5,14168
2,14169
0,14170
8,14171
0,14172
5,14173
0,14174
4,14175
5,14176
0,14177
0,14178
1,14179
4,14180
7,14181
0,14182
0,14183
4,14184
0,14185
6,14186
0,14187
0,14188
0,14189
0,14190
8,14191
8,14192
5,14193
8,14194
8,14195
8,14196
2,14197
8,14198
0,14199
5,14200
8,14201
0,14202
0,14203
0,14204
8,14205
0,14206
0,14207
2,14208
5,14209
0,14210
8,14211
0,14212
8,14213
5,14214
2,14215
2,14216
5,14217
8,14218
0,14219
5,14220
8,14221
0,14222
8,14223
5,14224
0,14225
8,14226
7,14227
5,14228
0,14229
2,14230
8,14231
2,14232
0,14233
2,14234
2,14235
8,14236
0,14237
3,14238
8,14239
2,14240
2,14241
0,14242
3,14243
0,14244
0,14245
5,14246
0,14247
5,14248
0,14249
8,14250
8,14251
0,14252
0,14253
8,14254
0,14255
8,14256
5,14257
8,14258
0,14259
0,14260
5,14261
5,14262
4,14263
8,14264
5,14265
0,14266
7,14267
0,14268
0,14269
0,14270
0,14271
2,14272
3,14273
1,14274
2,14275
7,14276
0,14277
3,14278
3,14279
0,14280
8,14281
0,14282
2,14283
2,14284
7,14285
4,14286
0,14287
7,14288
0,14289
6,14290
0,14291
0,14292
0,14293
5,14294
2,14295
1,14296
0,14297
8,14298
2,14299
0,14300
2,14301
5,14302
8,14303
8,14304
8,14305
5,14306
3,14307
8,14308
5,14309
5,14310
0,14311
0,14312
0,14313
6,14314
5,14315
0,14316
1,14317
8,14318
5,14319
3,14320
3,14321
0,14322
5,14323
0,14324
8,14325
5,14326
5,14327
7,14328
2,14329
2,14330
2,14331
8,14332
0,14333
2,14334
0,14335
0,14336
0,14337
3,14338
0,14339
4,14340
0,14341
0,14342
5,14343
0,14344
5,14345
5,14346
5,14347
2,14348
0,14349
8,14350
0,14351
8,14352
5,14353
8,14354
0,14355
8,14356
8,14357
1,14358
5,14359
0,14360
7,14361
5,14362
5,14363
8,14364
8,14365
0,14366
8,14367
8,14368
2,14369
0,14370
6,14371
5,14372
0,14373
2,14374
8,14375
0,14376
5,14377
0,14378
0,14379
6,14380
0,14381
4,14382
0,14383
0,14384
0,14385
2,14386
4,14387
5,14388
0,14389
0,14390
0,14391
2,14392
8,14393
4,14394
0,14395
5,14396
0,14397
2,14398
8,14399
6,14400
0,14401
8,14402
0,14403
4,14404
8,14405
0,14406
5,14407
0,14408
5,14409
0,14410
1,14411
0,14412
5,14413
0,14414
8,14415
5,14416
0,14417
5,14418
5,14419
8,14420
5,14421
5,14422
0,14423
0,14424
0,14425
2,14426
5,14427
1,14428
6,14429
0,14430
6,14431
0,14432
0,14433
8,14434
4,14435
8,14436
1,14437
0,14438
5,14439
8,14440
0,14441
0,14442
5,14443
2,14444
0,14445
0,14446
0,14447
0,14448
5,14449
4,14450
0,14451
0,14452
0,14453
8,14454
0,14455
2,14456
5,14457
5,14458
0,14459
0,14460
5,14461
0,14462
5,14463
0,14464
0,14465
1,14466
0,14467
3,14468
8,14469
0,14470
0,14471
0,14472
0,14473
1,14474
1,14475
2,14476
0,14477
0,14478
8,14479
0,14480
0,14481
2,14482
2,14483
5,14484
0,14485
8,14486
2,14487
0,14488
8,14489
2,14490
0,14491
2,14492
8,14493
0,14494
8,14495
2,14496
0,14497
3,14498
0,14499
0,14500
0,14501
0,14502
0,14503
2,14504
8,14505
0,14506
0,14507
0,14508
8,14509
0,14510
5,14511
8,14512
2,14513
8,14514
0,14515
0,14516
8,14517
0,14518
8,14519
0,14520
8,14521
0,14522
5,14523
0,14524
0,14525
3,14526
6,14527
1,14528
2,14529
5,14530
0,14531
0,14532
0,14533
0,14534
2,14535
0,14536
0,14537
8,14538
0,14539
7,14540
8,14541
0,14542
8,14543
1,14544
7,14545
8,14546
8,14547
0,14548
5,14549
8,14550
1,14551
2,14552
0,14553
2,14554
0,14555
5,14556
5,14557
0,14558
0,14559
0,14560
8,14561
0,14562
5,14563
5,14564
3,14565
8,14566
5,14567
8,14568
0,14569
0,14570
0,14571
0,14572
6,14573
5,14574
1,14575
7,14576
7,14577
5,14578
2,14579
2,14580
0,14581
0,14582
1,14583
5,14584
0,14585
0,14586
1,14587
0,14588
5,14589
8,14590
5,14591
8,14592
0,14593
2,14594
6,14595
8,14596
0,14597
0,14598
0,14599
0,14600
0,14601
0,14602
0,14603
0,14604
0,14605
0,14606
1,14607
5,14608
2,14609
0,14610
2,14611
0,14612
6,14613
0,14614
0,14615
2,14616
8,14617
0,14618
7,14619
6,14620
2,14621
2,14622
0,14623
0,14624
2,14625
8,14626
8,14627
0,14628
0,14629
7,14630
0,14631
8,14632
0,14633
0,14634
8,14635
0,14636
5,14637
2,14638
0,14639
5,14640
2,14641
5,14642
2,14643
0,14644
6,14645
0,14646
0,14647
5,14648
6,14649
0,14650
0,14651
0,14652
0,14653
2,14654
6,14655
0,14656
0,14657
8,14658
0,14659
2,14660
8,14661
2,14662
0,14663
1,14664
5,14665
1,14666
4,14667
0,14668
0,14669
5,14670
5,14671
5,14672
5,14673
5,14674
8,14675
2,14676
2,14677
0,14678
0,14679
0,14680
5,14681
8,14682
0,14683
5,14684
3,14685
8,14686
2,14687
8,14688
8,14689
0,14690
3,14691
5,14692
8,14693
0,14694
0,14695
5,14696
0,14697
3,14698
5,14699
5,14700
5,14701
3,14702
0,14703
8,14704
6,14705
5,14706
5,14707
1,14708
0,14709
0,14710
8,14711
2,14712
2,14713
1,14714
0,14715
2,14716
0,14717
0,14718
8,14719
0,14720
8,14721
0,14722
8,14723
8,14724
0,14725
8,14726
2,14727
0,14728
8,14729
0,14730
1,14731
8,14732
8,14733
4,14734
5,14735
0,14736
0,14737
0,14738
7,14739
5,14740
5,14741
0,14742
2,14743
5,14744
6,14745
1,14746
0,14747
0,14748
0,14749
0,14750
1,14751
0,14752
0,14753
0,14754
8,14755
5,14756
1,14757
0,14758
2,14759
1,14760
6,14761
0,14762
1,14763
6,14764
0,14765
8,14766
0,14767
0,14768
2,14769
0,14770
0,14771
0,14772
0,14773
5,14774
8,14775
8,14776
5,14777
2,14778
0,14779
3,14780
6,14781
3,14782
0,14783
0,14784
3,14785
0,14786
8,14787
0,14788
2,14789
0,14790
0,14791
0,14792
0,14793
3,14794
3,14795
3,14796
0,14797
0,14798
8,14799
6,14800
3,14801
1,14802
0,14803
0,14804
3,14805
3,14806
0,14807
3,14808
0,14809
0,14810
0,14811
1,14812
8,14813
0,14814
1,14815
5,14816
0,14817
3,14818
8,14819
0,14820
0,14821
3,14822
1,14823
5,14824
0,14825
0,14826
0,14827
0,14828
0,14829
0,14830
0,14831
0,14832
0,14833
8,14834
3,14835
0,14836
1,14837
0,14838
0,14839
0,14840
0,14841
0,14842
0,14843
5,14844
0,14845
0,14846
0,14847
5,14848
8,14849
8,14850
0,14851
0,14852
2,14853
5,14854
6,14855
1,14856
3,14857
0,14858
0,14859
2,14860
0,14861
0,14862
0,14863
1,14864
0,14865
0,14866
3,14867
5,14868
0,14869
0,14870
3,14871
1,14872
0,14873
0,14874
7,14875
0,14876
0,14877
2,14878
0,14879
6,14880
0,14881
0,14882
0,14883
5,14884
0,14885
5,14886
1,14887
0,14888
0,14889
0,14890
0,14891
3,14892
0,14893
7,14894
3,14895
0,14896
2,14897
0,14898
3,14899
3,14900
3,14901
0,14902
8,14903
0,14904
0,14905
0,14906
5,14907
0,14908
0,14909
0,14910
0,14911
0,14912
2,14913
4,14914
0,14915
0,14916
0,14917
0,14918
0,14919
3,14920
0,14921
0,14922
0,14923
0,14924
3,14925
0,14926
0,14927
0,14928
2,14929
0,14930
1,14931
3,14932
3,14933
2,14934
1,14935
3,14936
3,14937
8,14938
5,14939
0,14940
5,14941
0,14942
0,14943
5,14944
3,14945
0,14946
4,14947
0,14948
8,14949
3,14950
0,14951
0,14952
0,14953
3,14954
0,14955
0,14956
0,14957
1,14958
2,14959
2,14960
0,14961
2,14962
6,14963
0,14964
0,14965
0,14966
0,14967
2,14968
8,14969
8,14970
0,14971
8,14972
8,14973
3,14974
7,14975
3,14976
0,14977
3,14978
0,14979
0,14980
5,14981
0,14982
6,14983
0,14984
2,14985
2,14986
0,14987
0,14988
0,14989
3,14990
2,14991
0,14992
3,14993
3,14994
3,14995
0,14996
3,14997
2,14998
3,14999
5,15000
0,15001
0,15002
0,15003
0,15004
2,15005
8,15006
2,15007
0,15008
0,15009
6,15010
2,15011
8,15012
0,15013
0,15014
0,15015
0,15016
0,15017
5,15018
2,15019
0,15020
0,15021
2,15022
0,15023
8,15024
0,15025
0,15026
7,15027
2,15028
0,15029
5,15030
0,15031
5,15032
0,15033
3,15034
2,15035
0,15036
5,15037
2,15038
8,15039
8,15040
2,15041
0,15042
0,15043
0,15044
5,15045
0,15046
0,15047
2,15048
0,15049
8,15050
3,15051
1,15052
4,15053
7,15054
0,15055
8,15056
0,15057
0,15058
0,15059
0,15060
0,15061
0,15062
0,15063
3,15064
7,15065
8,15066
0,15067
0,15068
0,15069
1,15070
0,15071
0,15072
1,15073
0,15074
0,15075
8,15076
1,15077
2,15078
2,15079
2,15080
5,15081
2,15082
2,15083
3,15084
0,15085
2,15086
0,15087
0,15088
6,15089
7,15090
0,15091
1,15092
6,15093
2,15094
0,15095
1,15096
0,15097
1,15098
0,15099
2,15100
0,15101
3,15102
0,15103
0,15104
0,15105
0,15106
3,15107
3,15108
3,15109
3,15110
3,15111
2,15112
0,15113
0,15114
0,15115
5,15116
2,15117
0,15118
0,15119
2,15120
8,15121
8,15122
5,15123
7,15124
0,15125
3,15126
0,15127
0,15128
0,15129
0,15130
0,15131
0,15132
0,15133
3,15134
3,15135
0,15136
3,15137
3,15138
0,15139
5,15140
2,15141
3,15142
3,15143
3,15144
5,15145
0,15146
0,15147
0,15148
2,15149
2,15150
0,15151
0,15152
2,15153
0,15154
3,15155
0,15156
0,15157
3,15158
2,15159
7,15160
6,15161
2,15162
0,15163
0,15164
0,15165
0,15166
2,15167
2,15168
0,15169
8,15170
0,15171
0,15172
0,15173
0,15174
2,15175
0,15176
3,15177
2,15178
0,15179
0,15180
3,15181
0,15182
0,15183
0,15184
0,15185
0,15186
0,15187
2,15188
2,15189
6,15190
0,15191
2,15192
2,15193
0,15194
2,15195
2,15196
0,15197
3,15198
0,15199
0,15200
0,15201
6,15202
0,15203
0,15204
0,15205
5,15206
0,15207
0,15208
2,15209
0,15210
5,15211
0,15212
0,15213
2,15214
0,15215
0,15216
0,15217
0,15218
0,15219
0,15220
1,15221
0,15222
0,15223
0,15224
0,15225
8,15226
5,15227
0,15228
8,15229
0,15230
0,15231
0,15232
5,15233
2,15234
3,15235
0,15236
5,15237
0,15238
0,15239
0,15240
3,15241
0,15242
5,15243
5,15244
0,15245
0,15246
0,15247
0,15248
0,15249
0,15250
0,15251
5,15252
0,15253
0,15254
0,15255
0,15256
0,15257
8,15258
0,15259
4,15260
0,15261
1,15262
2,15263
2,15264
2,15265
0,15266
0,15267
2,15268
0,15269
3,15270
1,15271
0,15272
8,15273
2,15274
0,15275
3,15276
0,15277
5,15278
2,15279
2,15280
0,15281
5,15282
3,15283
2,15284
0,15285
1,15286
0,15287
0,15288
0,15289
2,15290
1,15291
0,15292
0,15293
0,15294
6,15295
3,15296
2,15297
5,15298
0,15299
3,15300
3,15301
0,15302
6,15303
0,15304
4,15305
0,15306
4,15307
0,15308
1,15309
0,15310
0,15311
2,15312
3,15313
0,15314
3,15315
0,15316
2,15317
0,15318
0,15319
3,15320
0,15321
0,15322
0,15323
0,15324
0,15325
0,15326
0,15327
0,15328
3,15329
2,15330
0,15331
5,15332
0,15333
2,15334
2,15335
0,15336
6,15337
2,15338
5,15339
5,15340
5,15341
0,15342
2,15343
2,15344
6,15345
0,15346
0,15347
0,15348
0,15349
3,15350
3,15351
3,15352
0,15353
0,15354
0,15355
7,15356
0,15357
0,15358
3,15359
0,15360
0,15361
0,15362
0,15363
0,15364
3,15365
3,15366
2,15367
7,15368
0,15369
0,15370
0,15371
8,15372
0,15373
0,15374
0,15375
3,15376
0,15377
0,15378
0,15379
0,15380
0,15381
2,15382
0,15383
0,15384
0,15385
0,15386
6,15387
0,15388
2,15389
0,15390
0,15391
8,15392
3,15393
7,15394
0,15395
0,15396
2,15397
0,15398
0,15399
0,15400
2,15401
3,15402
0,15403
8,15404
2,15405
0,15406
3,15407
3,15408
0,15409
1,15410
0,15411
0,15412
0,15413
3,15414
0,15415
0,15416
0,15417
3,15418
4,15419
8,15420
2,15421
0,15422
0,15423
2,15424
0,15425
3,15426
7,15427
3,15428
0,15429
1,15430
3,15431
3,15432
3,15433
3,15434
0,15435
3,15436
0,15437
0,15438
0,15439
0,15440
0,15441
0,15442
0,15443
0,15444
0,15445
0,15446
0,15447
2,15448
0,15449
0,15450
2,15451
3,15452
3,15453
3,15454
0,15455
1,15456
2,15457
0,15458
3,15459
2,15460
0,15461
2,15462
3,15463
3,15464
0,15465
8,15466
0,15467
6,15468
5,15469
0,15470
0,15471
0,15472
0,15473
2,15474
7,15475
3,15476
7,15477
2,15478
3,15479
0,15480
0,15481
0,15482
3,15483
0,15484
0,15485
3,15486
0,15487
0,15488
1,15489
0,15490
0,15491
0,15492
0,15493
0,15494
3,15495
0,15496
1,15497
3,15498
3,15499
3,15500
0,15501
0,15502
5,15503
3,15504
0,15505
0,15506
0,15507
2,15508
2,15509
0,15510
0,15511
2,15512
2,15513
5,15514
2,15515
2,15516
5,15517
2,15518
2,15519
4,15520
2,15521
3,15522
0,15523
0,15524
2,15525
3,15526
2,15527
3,15528
0,15529
0,15530
3,15531
0,15532
0,15533
0,15534
2,15535
2,15536
0,15537
2,15538
0,15539
5,15540
3,15541
2,15542
0,15543
0,15544
0,15545
0,15546
0,15547
0,15548
2,15549
0,15550
3,15551
0,15552
3,15553
5,15554
3,15555
0,15556
0,15557
3,15558
3,15559
0,15560
6,15561
0,15562
2,15563
2,15564
3,15565
0,15566
0,15567
3,15568
2,15569
0,15570
8,15571
0,15572
0,15573
0,15574
0,15575
0,15576
0,15577
2,15578
3,15579
0,15580
8,15581
0,15582
3,15583
0,15584
8,15585
3,15586
0,15587
0,15588
0,15589
2,15590
2,15591
2,15592
2,15593
2,15594
2,15595
2,15596
0,15597
2,15598
0,15599
0,15600
0,15601
0,15602
0,15603
0,15604
0,15605
0,15606
0,15607
3,15608
0,15609
0,15610
0,15611
0,15612
0,15613
0,15614
0,15615
0,15616
0,15617
0,15618
0,15619
0,15620
0,15621
0,15622
0,15623
1,15624
0,15625
0,15626
0,15627
2,15628
0,15629
0,15630
2,15631
0,15632
0,15633
0,15634
0,15635
0,15636
0,15637
5,15638
0,15639
0,15640
0,15641
0,15642
0,15643
0,15644
0,15645
0,15646
3,15647
0,15648
0,15649
3,15650
2,15651
2,15652
5,15653
5,15654
0,15655
3,15656
0,15657
2,15658
3,15659
0,15660
3,15661
0,15662
2,15663
0,15664
3,15665
0,15666
0,15667
2,15668
3,15669
0,15670
0,15671
2,15672
0,15673
0,15674
3,15675
3,15676
8,15677
0,15678
3,15679
3,15680
3,15681
0,15682
0,15683
0,15684
4,15685
0,15686
0,15687
0,15688
3,15689
3,15690
0,15691
2,15692
0,15693
3,15694
8,15695
3,15696
5,15697
3,15698
0,15699
5,15700
2,15701
5,15702
2,15703
2,15704
0,15705
0,15706
0,15707
8,15708
3,15709
0,15710
0,15711
0,15712
0,15713
0,15714
2,15715
0,15716
0,15717
0,15718
0,15719
2,15720
2,15721
3,15722
0,15723
0,15724
0,15725
6,15726
0,15727
0,15728
0,15729
0,15730
0,15731
0,15732
0,15733
2,15734
0,15735
0,15736
3,15737
0,15738
0,15739
0,15740
2,15741
0,15742
0,15743
0,15744
0,15745
0,15746
0,15747
0,15748
0,15749
0,15750
2,15751
0,15752
0,15753
7,15754
0,15755
2,15756
2,15757
0,15758
2,15759
0,15760
5,15761
0,15762
0,15763
5,15764
0,15765
2,15766
0,15767
5,15768
0,15769
5,15770
3,15771
0,15772
2,15773
8,15774
0,15775
3,15776
0,15777
0,15778
2,15779
2,15780
2,15781
2,15782
2,15783
0,15784
5,15785
0,15786
3,15787
3,15788
3,15789
0,15790
0,15791
5,15792
2,15793
2,15794
5,15795
0,15796
0,15797
2,15798
0,15799
0,15800
0,15801
3,15802
5,15803
0,15804
0,15805
3,15806
0,15807
0,15808
6,15809
0,15810
5,15811
3,15812
0,15813
3,15814
1,15815
2,15816
2,15817
3,15818
1,15819
2,15820
0,15821
5,15822
2,15823
0,15824
3,15825
3,15826
3,15827
3,15828
0,15829
0,15830
4,15831
2,15832
0,15833
0,15834
3,15835
0,15836
6,15837
0,15838
1,15839
6,15840
4,15841
0,15842
3,15843
0,15844
0,15845
0,15846
0,15847
2,15848
0,15849
7,15850
0,15851
0,15852
0,15853
0,15854
2,15855
0,15856
0,15857
3,15858
0,15859
0,15860
3,15861
0,15862
3,15863
0,15864
7,15865
3,15866
0,15867
0,15868
7,15869
0,15870
8,15871
0,15872
0,15873
8,15874
2,15875
2,15876
0,15877
0,15878
0,15879
1,15880
3,15881
8,15882
1,15883
0,15884
0,15885
1,15886
0,15887
3,15888
7,15889
0,15890
0,15891
3,15892
3,15893
3,15894
3,15895
0,15896
4,15897
3,15898
7,15899
2,15900
2,15901
5,15902
3,15903
0,15904
3,15905
3,15906
0,15907
0,15908
3,15909
0,15910
0,15911
3,15912
5,15913
0,15914
8,15915
0,15916
0,15917
0,15918
5,15919
0,15920
3,15921
3,15922
1,15923
0,15924
5,15925
2,15926
0,15927
0,15928
3,15929
0,15930
0,15931
0,15932
0,15933
0,15934
2,15935
2,15936
2,15937
0,15938
0,15939
0,15940
7,15941
8,15942
6,15943
0,15944
0,15945
0,15946
5,15947
0,15948
8,15949
0,15950
5,15951
5,15952
5,15953
0,15954
0,15955
0,15956
0,15957
3,15958
0,15959
0,15960
0,15961
0,15962
3,15963
0,15964
0,15965
0,15966
4,15967
1,15968
3,15969
0,15970
5,15971
3,15972
0,15973
0,15974
0,15975
0,15976
0,15977
2,15978
5,15979
2,15980
3,15981
5,15982
3,15983
5,15984
0,15985
2,15986
2,15987
2,15988
6,15989
2,15990
3,15991
1,15992
0,15993
3,15994
3,15995
8,15996
0,15997
0,15998
0,15999
6,16000
2,16001
0,16002
3,16003
5,16004
3,16005
3,16006
3,16007
0,16008
8,16009
6,16010
0,16011
3,16012
0,16013
2,16014
3,16015
0,16016
3,16017
0,16018
0,16019
3,16020
8,16021
2,16022
2,16023
7,16024
2,16025
8,16026
2,16027
2,16028
0,16029
0,16030
0,16031
8,16032
3,16033
0,16034
2,16035
6,16036
3,16037
5,16038
2,16039
6,16040
2,16041
8,16042
2,16043
0,16044
3,16045
4,16046
0,16047
0,16048
2,16049
5,16050
2,16051
7,16052
0,16053
3,16054
0,16055
5,16056
6,16057
2,16058
3,16059
3,16060
0,16061
0,16062
6,16063
0,16064
0,16065
2,16066
6,16067
2,16068
2,16069
0,16070
5,16071
6,16072
2,16073
1,16074
0,16075
3,16076
0,16077
0,16078
0,16079
0,16080
2,16081
3,16082
3,16083
0,16084
3,16085
5,16086
0,16087
7,16088
7,16089
2,16090
7,16091
0,16092
6,16093
4,16094
5,16095
3,16096
0,16097
8,16098
0,16099
3,16100
3,16101
0,16102
3,16103
5,16104
3,16105
0,16106
5,16107
3,16108
3,16109
0,16110
0,16111
5,16112
0,16113
0,16114
6,16115
2,16116
0,16117
0,16118
0,16119
2,16120
3,16121
3,16122
2,16123
0,16124
3,16125
8,16126
3,16127
0,16128
1,16129
6,16130
4,16131
6,16132
0,16133
0,16134
3,16135
0,16136
0,16137
3,16138
0,16139
2,16140
8,16141
6,16142
5,16143
7,16144
3,16145
3,16146
3,16147
0,16148
0,16149
3,16150
0,16151
3,16152
3,16153
3,16154
1,16155
0,16156
3,16157
0,16158
7,16159
2,16160
2,16161
0,16162
5,16163
5,16164
3,16165
2,16166
2,16167
0,16168
3,16169
2,16170
2,16171
2,16172
2,16173
5,16174
5,16175
2,16176
0,16177
2,16178
7,16179
0,16180
2,16181
0,16182
0,16183
0,16184
0,16185
5,16186
2,16187
2,16188
0,16189
0,16190
8,16191
0,16192
2,16193
3,16194
0,16195
1,16196
0,16197
4,16198
2,16199
4,16200
5,16201
8,16202
3,16203
3,16204
0,16205
0,16206
2,16207
0,16208
0,16209
2,16210
0,16211
2,16212
2,16213
2,16214
0,16215
0,16216
0,16217
2,16218
3,16219
2,16220
3,16221
0,16222
0,16223
0,16224
5,16225
2,16226
2,16227
7,16228
6,16229
0,16230
2,16231
5,16232
0,16233
0,16234
6,16235
7,16236
0,16237
0,16238
8,16239
8,16240
3,16241
2,16242
8,16243
2,16244
2,16245
2,16246
2,16247
1,16248
2,16249
0,16250
0,16251
2,16252
8,16253
1,16254
1,16255
1,16256
1,16257
1,16258
1,16259
0,16260
0,16261
3,16262
2,16263
2,16264
2,16265
0,16266
0,16267
8,16268
0,16269
2,16270
0,16271
2,16272
0,16273
0,16274
0,16275
5,16276
7,16277
4,16278
3,16279
3,16280
8,16281
0,16282
0,16283
0,16284
0,16285
0,16286
4,16287
8,16288
6,16289
1,16290
8,16291
0,16292
2,16293
7,16294
7,16295
5,16296
7,16297
7,16298
7,16299
0,16300
7,16301
7,16302
7,16303
2,16304
7,16305
7,16306
7,16307
7,16308
7,16309
7,16310
7,16311
7,16312
7,16313
7,16314
7,16315
7,16316
7,16317
5,16318
7,16319
7,16320
7,16321
7,16322
2,16323
2,16324
7,16325
7,16326
7,16327
7,16328
7,16329
7,16330
7,16331
7,16332
7,16333
7,16334
7,16335
7,16336
7,16337
7,16338
7,16339
7,16340
7,16341
7,16342
0,16343
2,16344
7,16345
7,16346
7,16347
7,16348
7,16349
7,16350
7,16351
7,16352
7,16353
7,16354
7,16355
7,16356
7,16357
7,16358
7,16359
2,16360
7,16361
7,16362
7,16363
7,16364
7,16365
2,16366
7,16367
5,16368
7,16369
7,16370
7,16371
7,16372
2,16373
7,16374
5,16375
7,16376
2,16377
7,16378
7,16379
7,16380
7,16381
7,16382
7,16383
7,16384
2,16385
7,16386
5,16387
7,16388
0,16389
7,16390
7,16391
7,16392
7,16393
7,16394
4,16395
7,16396
7,16397
7,16398
7,16399
7,16400
7,16401
2,16402
7,16403
